"Date","Time","Open","High","Low","Close","Vol","OI"
01/02/2013,22:00,79.12,79.29,77.38,78.43,140124866,0
01/03/2013,22:00,78.27,78.52,77.29,77.44,88240950,0
01/04/2013,22:00,76.71,76.95,75.12,75.29,148581860,0
01/07/2013,22:00,74.57,75.61,73.60,74.84,121038176,0
01/08/2013,22:00,75.60,75.98,74.46,75.04,114676751,0
01/09/2013,22:00,74.64,75.00,73.71,73.87,101899959,0
01/10/2013,22:00,75.51,75.53,73.65,74.79,150285296,0
01/11/2013,22:00,74.43,75.05,74.15,74.33,87688741,0
01/14/2013,22:00,71.81,72.50,71.22,71.68,183544396,0
01/15/2013,22:00,71.19,71.28,69.05,69.42,219192932,0
01/16/2013,22:00,70.66,72.78,70.36,72.30,172700045,0
01/17/2013,22:00,72.90,72.96,71.72,71.81,113412579,0
01/18/2013,22:00,71.22,71.75,70.91,71.43,118287267,0
01/22/2013,22:00,72.08,72.55,70.95,72.11,115386173,0
01/23/2013,22:00,72.69,73.57,72.11,73.43,215375853,0
01/24/2013,22:00,65.71,66.53,64.32,64.36,365212953,0
01/25/2013,22:00,64.53,65.18,62.27,62.84,301993503,0
01/28/2013,22:00,62.55,64.74,62.27,64.26,196378931,0
01/29/2013,22:00,65.50,65.74,64.59,65.47,142768017,0
01/30/2013,22:00,65.29,66.09,64.93,65.26,104288317,0
01/31/2013,22:00,65.28,65.61,65.00,65.07,79833215,0
02/01/2013,22:00,65.59,65.64,64.05,64.80,134867089,0
02/04/2013,22:00,64.84,65.13,63.14,63.19,119278754,0
02/05/2013,22:00,63.44,65.68,63.17,65.41,143336536,0
02/06/2013,22:00,65.21,66.64,64.65,65.34,148426012,0
02/07/2013,22:00,66.18,67.14,64.87,66.89,176145074,0
02/08/2013,22:00,67.71,68.40,66.89,67.85,158288984,0
02/11/2013,22:00,68.07,69.28,67.61,68.56,129358516,0
02/12/2013,22:00,68.50,68.91,66.82,66.84,152262712,0
02/13/2013,22:00,66.74,67.66,66.17,66.72,118801221,0
02/14/2013,22:00,66.36,67.38,66.29,66.66,88876501,0
