"Date","Time","Open","High","Low","Close","Vol","OI"
01/09/2008,23:00,68.0000,68.2500,67.8500,68.0000,438,0
01/10/2008,23:00,66.9000,66.9000,66.9000,66.9000,250,0
01/14/2008,23:00,66.1000,66.3000,66.0500,66.1000,3750,0
01/17/2008,23:00,59.1000,59.1000,59.1000,59.1000,400,0
01/22/2008,23:00,58.0940,58.0940,58.0940,58.0940,500,0
01/30/2008,23:00,65.0000,65.0000,62.9500,65.0000,400,0
01/31/2008,23:00,61.8000,61.8000,61.8000,61.8000,1690,0
02/01/2008,23:00,66.0000,66.0000,66.0000,66.0000,150,0
02/04/2008,23:00,63.8000,63.8000,63.8000,63.8000,1000,0
02/05/2008,23:00,61.9000,62.1000,61.9000,61.9000,830,0
02/06/2008,23:00,62.0000,62.0000,62.0000,62.0000,300,0
02/08/2008,23:00,60.7500,60.7500,60.7500,60.7500,230,0
02/20/2008,23:00,63.0000,63.0000,63.0000,63.0000,150,0
02/22/2008,23:00,64.4000,64.4000,64.4000,64.4000,500,0
02/25/2008,23:00,64.0000,64.0000,64.0000,64.0000,150,0
02/26/2008,23:00,64.6500,64.6500,64.6500,64.6500,150,0
03/03/2008,23:00,63.5800,63.5800,63.5800,63.5800,22864,0
03/04/2008,23:00,63.9836,63.9836,63.9836,63.9836,500,0
03/05/2008,23:00,63.7500,64.2500,63.7500,63.7500,400,0
03/06/2008,23:00,62.3000,62.3000,62.3000,62.3000,100,0
03/11/2008,23:00,62.6500,62.6500,62.5000,62.6500,370,0
03/17/2008,23:00,61.6500,61.6500,61.6500,61.6500,200,0
03/20/2008,23:00,60.3000,60.3000,60.3000,60.3000,100,0
03/28/2008,23:00,65.3000,65.5000,65.3000,65.3000,475,0
03/31/2008,23:00,66.4500,66.5000,66.1500,66.4500,7140,0
04/02/2008,23:00,66.5000,66.5000,66.5000,66.5000,325,0
04/03/2008,23:00,65.4728,65.4728,65.4728,65.4728,2900,0
04/07/2008,23:00,66.0000,66.0000,66.0000,66.0000,250,0
04/08/2008,23:00,65.3500,65.5000,65.3500,65.3500,300,0
04/11/2008,23:00,63.5000,63.9000,63.5000,63.5000,2000,0
